"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","symbol"
"ENSG000001707431",2.40172773927722e-226,0.555095592412357,0.604,0.335,6.4214994565055e-222,"1","ENSG00000170743","SYT9"
"ENSG00000087448",2.97543177165773e-226,0.694286016597749,0.522,0.283,7.95541192788127e-222,"1","ENSG00000087448","KLHL42"
"ENSG000001051761",4.78976969719574e-226,0.556322495891188,0.708,0.437,1.28064072393922e-221,"1","ENSG00000105176","URI1"
"ENSG00000186073",3.24838744414508e-225,0.617197379332486,0.553,0.307,8.6852135094107e-221,"1","ENSG00000186073","C15orf41"
"ENSG00000140545",1.10450876831205e-224,0.646046871720258,0.275,0.102,2.95312509383592e-220,"1","ENSG00000140545","MFGE8"
"ENSG00000124275",2.7097996930821e-224,0.836153192915433,0.368,0.169,7.24519143939361e-220,"1","ENSG00000124275","MTRR"
"ENSG00000156671",2.99948925658243e-223,0.788960560861009,0.479,0.257,8.01973442532445e-219,"1","ENSG00000156671","SAMD8"
"ENSG00000151025",8.56713440214151e-223,0.779326515832186,0.492,0.259,2.29059472510058e-218,"1","ENSG00000151025","GPR158"
"ENSG00000006715",2.99032196499066e-222,0.588583227185554,0.683,0.42,7.99522383779552e-218,"1","ENSG00000006715","VPS41"
"ENSG000001314091",1.26227834326554e-221,0.71667662519269,0.528,0.291,3.37495360638907e-217,"1","ENSG00000131409","LRRC4B"
"ENSG00000119917",3.7694108565972e-221,0.921206074823093,0.269,0.104,1.00782738072839e-216,"1","ENSG00000119917","IFIT3"
"ENSG00000186815",4.53258547492664e-221,0.42726260982573,0.663,0.383,1.21187737843113e-216,"1","ENSG00000186815","TPCN1"
"ENSG000001004901",5.58073027620907e-221,0.732301908082806,0.553,0.321,1.49211985395002e-216,"1","ENSG00000100490","CDKL1"
"ENSG000001760581",5.69662863115835e-221,0.687035811657243,0.343,0.146,1.52310759711281e-216,"1","ENSG00000176058","TPRN"
"ENSG00000126524",7.94873257836844e-220,0.887842690479869,0.357,0.165,2.12525262947837e-215,"1","ENSG00000126524","SBDS"
"ENSG000001636051",2.76803053094529e-219,0.546136727446524,0.673,0.408,7.40088323058843e-215,"1","ENSG00000163605","PPP4R2"
"ENSG00000143850",6.9511725509058e-219,0.69327250258559,0.551,0.301,1.85853500493568e-214,"1","ENSG00000143850","PLEKHA6"
"ENSG000001838641",9.34438553686537e-219,0.563316163096771,0.519,0.266,2.4984083609917e-214,"1","ENSG00000183864","TOB2"
"ENSG000001564751",1.80344372827683e-218,0.329801448632165,0.981,0.761,4.82186749629376e-214,"1","ENSG00000156475","PPP2R2B"
"ENSG000000014611",3.55626776087091e-218,0.544932285003994,0.569,0.314,9.50839311224056e-214,"1","ENSG00000001461","NIPAL3"
"ENSG00000255302",4.24759445068773e-218,0.675202800296305,0.544,0.302,1.13567932828038e-213,"1","ENSG00000255302","EID1"
"ENSG00000006704",4.3194270161051e-218,0.687477624612981,0.543,0.3,1.15488520129602e-213,"1","ENSG00000006704","GTF2IRD1"
"ENSG00000261833",5.73998031454032e-218,0.900118648810836,0.273,0.108,1.53469853669864e-213,"1","ENSG00000261833","RP11-58C22.1"
"ENSG000001135781",6.23205584526858e-218,0.375576257087667,0.605,0.318,1.66626477134946e-213,"1","ENSG00000113578","FGF1"
"ENSG00000197183",3.02389204979221e-217,0.588261405469357,0.519,0.277,8.08498017352943e-213,"1","ENSG00000197183","NOL4L"
"ENSG000001324341",3.29353928845645e-217,0.804427075844548,0.444,0.231,8.805935995546e-213,"1","ENSG00000132434","LANCL2"
"ENSG00000170522",6.48230745554407e-217,0.74189638500137,0.507,0.276,1.73317454438882e-212,"1","ENSG00000170522","ELOVL6"
"ENSG000001076691",7.37903483654474e-217,0.535316765440951,0.79,0.533,1.97293254424697e-212,"1","ENSG00000107669","ATE1"
"ENSG000001220081",2.41160059519072e-215,0.548755039332209,0.72,0.463,6.44789651136142e-211,"1","ENSG00000122008","POLK"
"ENSG000000737111",3.87706265453155e-215,0.543772798459166,0.634,0.375,1.0366102419421e-210,"1","ENSG00000073711","PPP2R3A"
"ENSG000001580791",1.14505961713462e-214,0.677173067760864,0.452,0.23,3.06154589833284e-210,"1","ENSG00000158079","PTPDC1"
"ENSG00000033627",4.40755008449866e-214,0.556242910961841,0.739,0.458,1.17844666609241e-209,"1","ENSG00000033627","ATP6V0A1"
"ENSG000001208601",4.42691691129702e-214,0.633994162111839,0.447,0.222,1.18362477457348e-209,"1","ENSG00000120860","CCDC53"
"ENSG000001331041",6.80822294776932e-214,0.564076415405287,0.713,0.455,1.82031456954508e-209,"1","ENSG00000133104","SPG20"
"ENSG00000106400",8.32789332999388e-214,0.889930665373524,0.28,0.111,2.22662883964046e-209,"1","ENSG00000106400","ZNHIT1"
"ENSG00000109572",1.18268501789672e-213,0.605475664458239,0.657,0.398,3.16214493235046e-209,"1","ENSG00000109572","CLCN3"
"ENSG000001383111",1.73501423826652e-213,0.421975876601661,0.564,0.311,4.63890756885319e-209,"1","ENSG00000138311","ZNF365"
"ENSG000000770631",1.93184654093829e-213,0.417331710546246,0.849,0.568,5.1651780965067e-209,"1","ENSG00000077063","CTTNBP2"
"ENSG000001354721",2.10119055553373e-213,0.584139632967647,0.597,0.337,5.61795318833053e-209,"1","ENSG00000135472","FAIM2"
"ENSG000001048591",1.14008723642466e-212,0.600586766236347,0.579,0.33,3.04825124402861e-208,"1","ENSG00000104859","CLASRP"
"ENSG00000240230",1.77317264026506e-212,0.783175207928224,0.373,0.176,4.74093168827669e-208,"1","ENSG00000240230","COX19"
"ENSG00000172757",2.15757313093992e-212,0.656802898102973,0.591,0.351,5.76870328019405e-208,"1","ENSG00000172757","CFL1"
"ENSG00000246705",3.5328671730835e-212,0.753322237549444,0.259,0.097,9.44582696067336e-208,"1","ENSG00000246705","H2AFJ"
"ENSG000001086691",5.38294569188273e-212,0.417926336273841,0.769,0.489,1.43923818963869e-207,"1","ENSG00000108669","CYTH1"
"ENSG00000143256",7.68831879917636e-212,0.806524313043747,0.387,0.188,2.05562579733578e-207,"1","ENSG00000143256","PFDN2"
"ENSG00000103253",1.01272689562942e-211,0.964683591321035,0.276,0.114,2.70772790084437e-207,"1","ENSG00000103253","HAGHL"
"ENSG000001858961",1.6763992494852e-211,0.641517208443574,0.559,0.319,4.48218867334857e-207,"1","ENSG00000185896","LAMP1"
"ENSG00000100151",1.52019318630936e-210,0.813058731573365,0.331,0.147,4.06454052223534e-206,"1","ENSG00000100151","PICK1"
"ENSG000000065761",1.58069684195007e-210,0.644141433542258,0.587,0.343,4.2263091463219e-206,"1","ENSG00000006576","PHTF2"
"ENSG00000092758",3.42800735936879e-210,0.738651657595967,0.257,0.095,9.16546327674433e-206,"1","ENSG00000092758","COL9A3"
"ENSG00000138448",1.27193390641171e-209,0.394796399331773,0.703,0.415,3.40076968557299e-205,"1","ENSG00000138448","ITGAV"
"ENSG000001649611",1.55025944211531e-209,0.593267469507401,0.508,0.27,4.1449286703837e-205,"1","ENSG00000164961","KIAA0196"
"ENSG000001492311",3.32514785630562e-209,0.657157331341181,0.536,0.3,8.89044782340432e-205,"1","ENSG00000149231","CCDC82"
"ENSG00000268205",6.31906808807702e-209,0.670680617393451,0.487,0.26,1.68952923470915e-204,"1","ENSG00000268205","CTC-444N24.11"
"ENSG000001220421",1.90367061408063e-208,0.519970662029471,0.772,0.521,5.08984412086737e-204,"1","ENSG00000122042","UBL3"
"ENSG00000153827",2.38936040187501e-208,0.497253950470085,0.837,0.601,6.38843290649322e-204,"1","ENSG00000153827","TRIP12"
"ENSG000000066071",3.00485315734514e-208,0.586745728877981,0.613,0.364,8.0340758867937e-204,"1","ENSG00000006607","FARP2"
"ENSG000001988601",3.75561795728501e-208,0.600024421674271,0.523,0.288,1.00413957323929e-203,"1","ENSG00000198860","TSEN15"
"ENSG000001702421",5.53818759002977e-208,0.449391063281026,0.882,0.657,1.48074521594626e-203,"1","ENSG00000170242","USP47"
"ENSG000001842261",7.4170545141836e-208,0.357508148124813,1,0.825,1.98309786545727e-203,"1","ENSG00000184226","PCDH9"
"ENSG000001986631",8.43390332854697e-208,0.667119943272224,0.527,0.297,2.2549727329536e-203,"1","ENSG00000198663","C6orf89"
"ENSG000001073411",1.10470935618211e-207,0.501160379935118,0.773,0.513,2.95366140562412e-203,"1","ENSG00000107341","UBE2R2"
"ENSG00000124155",5.01078529439483e-207,0.759457983752006,0.364,0.169,1.33973366416235e-202,"1","ENSG00000124155","PIGT"
"ENSG00000226179",6.79914856971002e-207,0.863429812331708,0.3,0.127,1.81788835308337e-202,"1","ENSG00000226179","LINC00685"
"ENSG00000035115",1.22628866123232e-205,0.659152824980779,0.543,0.31,3.27872799353687e-201,"1","ENSG00000035115","SH3YL1"
"ENSG000001236361",1.97877875763424e-205,0.401840115990395,0.955,0.808,5.29066076428666e-201,"1","ENSG00000123636","BAZ2B"
"ENSG000001840141",2.38112426671013e-205,0.480211014816288,0.808,0.558,6.36641195190288e-201,"1","ENSG00000184014","DENND5A"
"ENSG00000250349",7.68518056005342e-204,0.79698809121371,0.363,0.174,2.05478672634148e-199,"1","ENSG00000250349","RP5-972B16.2"
"ENSG00000247708",1.15817742699448e-203,0.721132170153558,0.487,0.269,3.09661898655515e-199,"1","ENSG00000247708","STX18-AS1"
"ENSG00000117151",2.00083821213955e-203,0.832776212668372,0.29,0.121,5.34964112779753e-199,"1","ENSG00000117151","CTBS"
"ENSG00000154258",2.15730959676818e-203,1.12706335485615,0.28,0.125,5.76799866887908e-199,"1","ENSG00000154258","ABCA9"
"ENSG000002852531",2.91217602426318e-203,0.622951528754651,0.539,0.308,7.78628503607247e-199,"1","ENSG00000285253","ENSG00000285253"
"ENSG000001140191",3.83236456545706e-203,0.606701386304776,0.386,0.179,1.02465931386625e-198,"1","ENSG00000114019","AMOTL2"
"ENSG000001615511",4.74978884433836e-203,0.783618413238343,0.455,0.245,1.26995104331075e-198,"1","ENSG00000161551","ZNF577"
"ENSG00000145293",4.77126790849798e-203,0.948325750706022,0.302,0.133,1.2756939006951e-198,"1","ENSG00000145293","ENOPH1"
"ENSG000001153921",8.42881358298754e-203,0.538660584524125,0.653,0.394,2.25361188768338e-198,"1","ENSG00000115392","FANCL"
"ENSG000000993081",1.27721350657979e-202,0.68524494711799,0.423,0.213,3.41488575254237e-198,"1","ENSG00000099308","MAST3"
"ENSG00000111640",1.97738928765218e-202,0.533881889380144,0.827,0.643,5.28694573839564e-198,"1","ENSG00000111640","GAPDH"
"ENSG00000122705",2.42586212798209e-202,0.643690115020684,0.542,0.31,6.4860275715857e-198,"1","ENSG00000122705","CLTA"
"ENSG00000139190",1.03567864876284e-201,1.14930229889075,0.254,0.103,2.76909400319721e-197,"1","ENSG00000139190","VAMP1"
"ENSG000001202651",2.97148072783633e-201,0.702826239174054,0.462,0.247,7.94484802201599e-197,"1","ENSG00000120265","PCMT1"
"ENSG00000131370",2.07650617587658e-200,0.841798007045995,0.391,0.199,5.55195456244121e-196,"1","ENSG00000131370","SH3BP5"
"ENSG00000139428",3.79925882252471e-199,0.798576528810816,0.306,0.132,1.01580783137843e-194,"1","ENSG00000139428","MMAB"
"ENSG000001439511",5.50950591404564e-199,0.499984189956751,0.822,0.573,1.47307659623838e-194,"1","ENSG00000143951","WDPCP"
"ENSG000001690201",1.42318396318949e-198,0.672995404182637,0.461,0.241,3.80516696237974e-194,"1","ENSG00000169020","ATP5I"
"ENSG000000837991",1.4881635868599e-198,0.614057029289129,0.618,0.377,3.9789029821873e-194,"1","ENSG00000083799","CYLD"
"ENSG00000141380",2.1438231936742e-198,0.580205755359561,0.583,0.34,5.73194007292671e-194,"1","ENSG00000141380","SS18"
"ENSG00000177853",3.05480764059596e-198,0.551068719974666,0.744,0.488,8.16763918866141e-194,"1","ENSG00000177853","ZNF518A"
"ENSG000001289891",6.5923184670129e-198,0.685585796329042,0.486,0.267,1.76258818852524e-193,"1","ENSG00000128989","ARPP19"
"ENSG000001421681",7.09921994827817e-198,0.76644406065741,0.475,0.262,1.89811843757113e-193,"1","ENSG00000142168","SOD1"
"ENSG00000172893",1.10452486834965e-197,0.874831418501695,0.25,0.097,2.95316814050647e-193,"1","ENSG00000172893","DHCR7"
"ENSG00000189171",1.29809674206755e-197,0.614947284166443,0.255,0.096,3.47072125926602e-193,"1","ENSG00000189171","S100A13"
"ENSG000001424591",1.57103538571662e-197,0.636775454749771,0.474,0.253,4.20047731079053e-193,"1","ENSG00000142459","EVI5L"
"ENSG000001572591",3.27338845783221e-197,0.580004440848894,0.497,0.264,8.75205871970597e-193,"1","ENSG00000157259","GATAD1"
"ENSG00000160321",3.67241254297541e-197,0.838363148605069,0.283,0.117,9.81892941615335e-193,"1","ENSG00000160321","ZNF208"
"ENSG000001235051",6.29579312647029e-197,0.487309264372962,0.639,0.386,1.68330620822436e-192,"1","ENSG00000123505","AMD1"
"ENSG00000102409",1.80328547558571e-196,0.785783172184639,0.395,0.2,4.82144437607352e-192,"1","ENSG00000102409","BEX4"
"ENSG000001888111",3.84991352762051e-196,0.648289228128883,0.448,0.237,1.02935137987989e-191,"1","ENSG00000188811","NHLRC3"
"ENSG00000167037",5.24154092206615e-196,0.713953214333355,0.474,0.252,1.40143079633283e-191,"1","ENSG00000167037","SGSM1"
"ENSG000000737121",8.91501729724278e-196,0.496977694521383,0.591,0.335,2.3836081747638e-191,"1","ENSG00000073712","FERMT2"
"ENSG00000054148",1.13840737182903e-195,0.839195913927042,0.31,0.137,3.04375979005927e-191,"1","ENSG00000054148","PHPT1"
"ENSG00000167632",1.50218342739825e-195,0.489336822215363,0.806,0.575,4.0163878298347e-191,"1","ENSG00000167632","TRAPPC9"
"ENSG000001679961",1.52510030328603e-195,0.537387206999471,0.856,0.704,4.07766068089587e-191,"1","ENSG00000167996","FTH1"
"ENSG00000163625",3.46497909813275e-195,0.403732944851176,0.941,0.782,9.26431461467755e-191,"1","ENSG00000163625","WDFY3"
"ENSG00000117616",4.89164659080431e-195,0.48373606864619,0.79,0.554,1.30787954898335e-190,"1","ENSG00000117616","RSRP1"
"ENSG00000154265",6.502137091902e-195,0.575885389967936,0.599,0.336,1.73847639426184e-190,"1","ENSG00000154265","ABCA5"
"ENSG00000111911",6.54791674922655e-195,0.853889785803005,0.33,0.155,1.7507165012407e-190,"1","ENSG00000111911","HINT3"
"ENSG000000356641",6.81638818431441e-195,0.40297290081676,0.405,0.187,1.82249770884014e-190,"1","ENSG00000035664","DAPK2"
"ENSG00000177707",1.44031896182297e-194,0.607122698751761,0.493,0.264,3.85098080822607e-190,"1","ENSG00000177707","NECTIN3"
"ENSG000001671911",1.46553991409991e-194,0.263548383076814,0.859,0.542,3.91841406832892e-190,"1","ENSG00000167191","GPRC5B"
"ENSG00000221932",6.01035591409418e-194,0.585600861008546,0.329,0.141,1.60698886075136e-189,"1","ENSG00000221932","HEPN1"
"ENSG000001073621",6.99850507828348e-194,0.445654168204022,0.555,0.311,1.87119030278065e-189,"1","ENSG00000107362","ABHD17B"
"ENSG00000079999",1.30969380951381e-193,0.843223264839154,0.277,0.116,3.50172833849706e-189,"1","ENSG00000079999","KEAP1"
"ENSG000001160441",1.40508790509282e-193,0.438051180900045,0.843,0.617,3.75678353184668e-189,"1","ENSG00000116044","NFE2L2"
"ENSG000002427591",2.77559813069884e-193,0.451983707478802,0.749,0.471,7.42111672204948e-189,"1","ENSG00000242759","LINC00882"
"ENSG000001830181",2.94645672676661e-193,0.450456737706724,0.476,0.246,7.87794135035589e-189,"1","ENSG00000183018","SPNS2"
"ENSG000002493481",8.05588151312107e-193,0.635343900835927,0.429,0.22,2.15390104016318e-188,"1","ENSG00000249348","UGDH-AS1"
"ENSG00000088986",1.03389798697342e-192,0.694680674224697,0.584,0.36,2.76433304777082e-188,"1","ENSG00000088986","DYNLL1"
"ENSG00000143774",3.52941930165896e-191,0.621147205331874,0.437,0.227,9.43660838684555e-187,"1","ENSG00000143774","GUK1"
"ENSG000000770441",5.05088276339791e-191,0.600937865184602,0.535,0.307,1.3504545244497e-186,"1","ENSG00000077044","DGKD"
"ENSG00000182541",1.16917478833337e-190,0.574764147415038,0.4,0.202,3.12602263156694e-186,"1","ENSG00000182541","LIMK2"
"ENSG000001018561",1.86052390935223e-190,0.717228175329144,0.445,0.237,4.97448277643507e-186,"1","ENSG00000101856","PGRMC1"
"ENSG00000120690",4.01051535515368e-190,0.423937508619072,0.68,0.404,1.07229149050744e-185,"1","ENSG00000120690","ELF1"
"ENSG000001333181",6.08857111121046e-190,0.457907519950234,0.874,0.622,1.62790125800434e-185,"1","ENSG00000133318","RTN3"
"ENSG000000679551",1.71187811357912e-189,0.465684509633289,0.677,0.409,4.57704851227649e-185,"1","ENSG00000067955","CBFB"
"ENSG00000082397",3.81905852005005e-189,0.289719091679504,0.695,0.397,1.02110167650578e-184,"1","ENSG00000082397","EPB41L3"
"ENSG00000164221",8.52345785848983e-189,0.795559701455903,0.333,0.158,2.27891692762443e-184,"1","ENSG00000164221","CCDC112"
"ENSG00000117305",1.10163313269873e-188,0.867244386093367,0.257,0.105,2.94543650689659e-184,"1","ENSG00000117305","HMGCL"
"ENSG000001654101",1.12506230431676e-188,0.621048710931795,0.359,0.168,3.00807908305171e-184,"1","ENSG00000165410","CFL2"
"ENSG00000137601",2.78978547654623e-188,0.518034511990569,0.757,0.5,7.45904942864165e-184,"1","ENSG00000137601","NEK1"
"ENSG00000161091",3.15029428822498e-188,0.691110634514655,0.324,0.147,8.42294183842712e-184,"1","ENSG00000161091","MFSD12"
"ENSG000001634851",3.81547340149121e-188,0.553157434214783,0.358,0.163,1.0201431233567e-183,"1","ENSG00000163485","ADORA1"
"ENSG00000120925",8.9146836299348e-188,0.619201198333327,0.497,0.279,2.38351896213567e-183,"1","ENSG00000120925","RNF170"
"ENSG000001634281",9.62445417916988e-188,0.686460260810035,0.42,0.219,2.57329031388465e-183,"1","ENSG00000163428","LRRC58"
"ENSG000001359511",2.79658658839516e-187,0.525578257700832,0.524,0.298,7.47723356139214e-183,"1","ENSG00000135951","TSGA10"
"ENSG00000174938",2.84154276769576e-187,0.694324434928581,0.4,0.201,7.59743289798815e-183,"1","ENSG00000174938","SEZ6L2"
"ENSG00000053524",3.53712185810663e-187,0.422714211036495,0.569,0.302,9.45720271201969e-183,"1","ENSG00000053524","MCF2L2"
"ENSG000000786991",7.22999629634966e-187,0.474004808669517,0.8,0.547,1.93308410975501e-182,"1","ENSG00000078699","CBFA2T2"
"ENSG00000135940",1.10744682889756e-186,0.687005198698563,0.439,0.232,2.9609805864234e-182,"1","ENSG00000135940","COX5B"
"ENSG000002663021",5.36065827712372e-186,0.538330409958697,0.633,0.38,1.43327920355457e-181,"1","ENSG00000266302","RP11-219A15.1"
"ENSG000001155251",6.43226033225577e-186,0.60120802101522,0.57,0.341,1.71979344503522e-181,"1","ENSG00000115525","ST3GAL5"
"ENSG00000188186",1.00725588033491e-185,0.707486603015914,0.374,0.184,2.69310004725146e-181,"1","ENSG00000188186","LAMTOR4"
"ENSG00000138031",1.1289325977977e-185,0.740868275622162,0.396,0.208,3.01842708673171e-181,"1","ENSG00000138031","ADCY3"
"ENSG00000142920",1.41752693293845e-184,0.712447404318082,0.36,0.178,3.79004176059754e-180,"1","ENSG00000142920","AZIN2"
"ENSG00000178996",2.4484115654366e-184,0.62014036117929,0.293,0.126,6.54631800250784e-180,"1","ENSG00000178996","SNX18"
"ENSG00000177469",2.82114477649619e-184,0.328087965282899,0.255,0.098,7.54289478891787e-180,"1","ENSG00000177469","PTRF"
"ENSG00000130332",4.71718115794174e-184,0.865831775357984,0.274,0.118,1.26123272619888e-179,"1","ENSG00000130332","LSM7"
"ENSG00000131437",9.87978975584635e-184,0.579153081824842,0.588,0.339,2.64155938702064e-179,"1","ENSG00000131437","KIF3A"
"ENSG00000173041",6.25001814849707e-183,0.661692871266349,0.457,0.251,1.67106735236366e-178,"1","ENSG00000173041","ZNF680"
"ENSG000001371771",1.01260237248589e-181,0.283015149320315,0.896,0.642,2.70739496331554e-177,"1","ENSG00000137177","KIF13A"
"ENSG000001556211",1.77515215065698e-181,0.504585250768232,0.529,0.302,4.74622430521157e-177,"1","ENSG00000155621","C9orf85"
"ENSG00000156531",3.12135801523285e-181,0.781138028791766,0.369,0.188,8.34557492532806e-177,"1","ENSG00000156531","PHF6"
"ENSG000002348071",7.4560668913634e-181,0.534223734300858,0.423,0.215,1.99352860474383e-176,"1","ENSG00000234807","LINC01135"
"ENSG00000118418",8.43161064044027e-181,0.50180526785028,0.611,0.37,2.25435973693452e-176,"1","ENSG00000118418","HMGN3"
"ENSG000001715521",1.35274709173474e-180,0.421722723980929,0.664,0.402,3.61683989917118e-176,"1","ENSG00000171552","BCL2L1"
"ENSG00000176853",2.14970576817782e-180,0.658190424919956,0.406,0.211,5.74766831237704e-176,"1","ENSG00000176853","FAM91A1"
"ENSG00000227500",2.15395153516961e-180,0.7955262216624,0.316,0.147,5.759020219583e-176,"1","ENSG00000227500","SCAMP4"
"ENSG00000173327",3.679995787429e-179,0.614032751710178,0.341,0.158,9.83920473684892e-175,"1","ENSG00000173327","MAP3K11"
"ENSG000001745011",6.73718632060949e-179,0.473269286696587,0.751,0.475,1.80132150654136e-174,"1","ENSG00000174501","ANKRD36C"
"ENSG000000660271",1.04554353630208e-178,0.413159272163215,0.569,0.315,2.79546975301087e-174,"1","ENSG00000066027","PPP2R5A"
"ENSG00000113369",7.75044223519072e-178,0.463084750298318,0.333,0.156,2.07223574042294e-173,"1","ENSG00000113369","ARRDC3"
"ENSG00000233895",1.26276938424165e-177,0.699605690229806,0.32,0.148,3.37626650264689e-173,"1","ENSG00000233895","RP1-122P22.2"
"ENSG000001602181",2.37676892538697e-177,0.4687123981787,0.644,0.396,6.35476707580715e-173,"1","ENSG00000160218","TRAPPC10"
"ENSG000002052091",2.39851404970108e-177,0.558477398459909,0.494,0.28,6.41290701468578e-173,"1","ENSG00000205209","SCGB2B2"
"ENSG000001470501",6.2524118410537e-177,0.427342686384447,0.807,0.579,1.67170735394253e-172,"1","ENSG00000147050","KDM6A"
"ENSG000001527951",2.00103214903095e-176,0.454386856835868,0.793,0.553,5.35015965686405e-172,"1","ENSG00000152795","HNRNPDL"
"ENSG00000101040",3.52251279342061e-176,0.549753306848177,0.835,0.614,9.41814245576869e-172,"1","ENSG00000101040","ZMYND8"
"ENSG000001718671",7.83807982075698e-176,0.53610515356552,0.655,0.412,2.09566740167579e-171,"1","ENSG00000171867","PRNP"
"ENSG000001875141",1.00310057424509e-175,0.319529914013168,0.834,0.593,2.6819900053591e-171,"1","ENSG00000187514","PTMA"
"ENSG00000105229",1.50544959907817e-175,0.632916028833729,0.317,0.145,4.0251205930553e-171,"1","ENSG00000105229","PIAS4"
"ENSG00000162929",2.67412405115164e-175,0.659084877514445,0.481,0.269,7.14980547556413e-171,"1","ENSG00000162929","KIAA1841"
"ENSG00000139173",1.3754205357314e-174,0.496027807970183,0.67,0.426,3.67746188638504e-170,"1","ENSG00000139173","TMEM117"
"ENSG000002448791",2.21176008962668e-174,0.489701752463632,0.656,0.416,5.91358295163487e-170,"1","ENSG00000244879","GABPB1-AS1"
"ENSG00000185236",2.4063366754162e-174,0.634273681117748,0.425,0.225,6.43382236906028e-170,"1","ENSG00000185236","RAB11B"
"ENSG00000138380",2.59588878198447e-174,0.629563523993026,0.389,0.199,6.94062783639188e-170,"1","ENSG00000138380","CARF"
"ENSG000001527001",4.20377301451893e-174,0.601527572542283,0.431,0.232,1.12396279089193e-169,"1","ENSG00000152700","SAR1B"
"ENSG00000163126",4.26496066173835e-174,0.658318476005117,0.383,0.197,1.14032253212898e-169,"1","ENSG00000163126","ANKRD23"
"ENSG00000109586",5.91731522914801e-173,0.553241134454459,0.531,0.312,1.5821125728173e-168,"1","ENSG00000109586","GALNT7"
"ENSG00000106723",8.64228937631516e-173,0.478907553461095,0.761,0.505,2.31068891054539e-168,"1","ENSG00000106723","SPIN1"
"ENSG00000120693",8.88118423231157e-173,0.505456319113765,0.339,0.164,2.37456222819314e-168,"1","ENSG00000120693","SMAD9"
"ENSG00000133059",2.34255474625405e-172,0.61614590887038,0.463,0.259,6.26328862505946e-168,"1","ENSG00000133059","DSTYK"
"ENSG00000164754",2.88482426990678e-172,0.545441873363712,0.536,0.314,7.71315465044976e-168,"1","ENSG00000164754","RAD21"
"ENSG000001891951",5.74358091949429e-172,0.512480023167712,0.582,0.346,1.53566123044519e-167,"1","ENSG00000189195","BTBD8"
"ENSG00000112514",1.06094384878245e-171,0.831841679407225,0.265,0.115,2.83664556848963e-167,"1","ENSG00000112514","CUTA"
"ENSG000001421921",1.11756584973227e-171,0.327530964035925,0.951,0.765,2.98803581242917e-167,"1","ENSG00000142192","APP"
"ENSG00000161692",1.18625367150685e-171,0.900855392339921,0.269,0.121,3.17168644150787e-167,"1","ENSG00000161692","DBF4B"
"ENSG00000111897",1.50593772629229e-171,0.54195126737855,0.607,0.373,4.0264256987877e-167,"1","ENSG00000111897","SERINC1"
"ENSG000002516291",4.03945293717543e-171,0.543576597933391,0.46,0.251,1.08002853181259e-166,"1","ENSG00000251629","RP11-774D14.1"
"ENSG00000198818",5.33830617553526e-171,0.671929515824059,0.345,0.168,1.42730292215286e-166,"1","ENSG00000198818","SFT2D1"
"ENSG00000125971",2.43686968166837e-170,0.54922425100789,0.51,0.296,6.51545846787673e-166,"1","ENSG00000125971","DYNLRB1"
"ENSG00000181804",3.27094510610778e-170,0.24064448638709,0.893,0.653,8.74552593020037e-166,"1","ENSG00000181804","SLC9A9"
"ENSG00000116285",3.73255203028758e-170,0.824012883638362,0.273,0.123,9.97972436337991e-166,"1","ENSG00000116285","ERRFI1"
"ENSG000001032271",7.76994784818398e-170,0.539056155345726,0.527,0.307,2.07745095616895e-165,"1","ENSG00000103227","LMF1"
"ENSG000000992561",8.9806425800022e-170,0.458960791392755,0.518,0.292,2.40115440661519e-165,"1","ENSG00000099256","PRTFDC1"
"ENSG000001175691",2.37685961096657e-169,0.288147357875068,0.899,0.674,6.35500954184131e-165,"1","ENSG00000117569","PTBP2"
"ENSG000001353411",3.99782657951567e-169,0.526722579119751,0.586,0.356,1.0688988925651e-164,"1","ENSG00000135341","MAP3K7"
"ENSG00000125675",4.51771699259734e-169,0.353708731507182,0.518,0.28,1.20790199231075e-164,"1","ENSG00000125675","GRIA3"
"ENSG00000109184",5.71370935697517e-169,0.497624759500344,0.655,0.417,1.52767447077445e-164,"1","ENSG00000109184","DCUN1D4"
"ENSG000001225071",8.42383955722587e-169,0.402048965649339,0.824,0.605,2.25228198241548e-164,"1","ENSG00000122507","BBS9"
"ENSG00000135926",9.04325430244932e-169,0.468316677275697,0.321,0.144,2.41789490284587e-164,"1","ENSG00000135926","TMBIM1"
"ENSG00000164989",3.0876419207674e-168,0.621664982754978,0.487,0.279,8.2554282035558e-164,"1","ENSG00000164989","CCDC171"
"ENSG000000216451",7.28105024255903e-168,0.246302433340181,0.85,0.567,1.94673440335301e-163,"1","ENSG00000021645","NRXN3"
"ENSG000002037211",1.07313967797941e-167,0.515139637436956,0.431,0.23,2.86925355701354e-163,"1","ENSG00000203721","LINC00862"
"ENSG000001005231",3.03854687551078e-167,0.523923331268038,0.629,0.393,8.12416278105317e-163,"1","ENSG00000100523","DDHD1"
"ENSG00000128298",4.15985159690017e-167,0.873880696219406,0.28,0.129,1.1122195214632e-162,"1","ENSG00000128298","BAIAP2L2"
"ENSG000001628691",8.18279525863415e-167,0.347839258764918,0.729,0.468,2.18783396830101e-162,"1","ENSG00000162869","PPP1R21"
"ENSG000001303041",1.16113636738647e-166,0.394717461998611,0.61,0.363,3.10453030548121e-162,"1","ENSG00000130304","SLC27A1"
